Year,Entity,Gas production(m³),Gas consumption(m³),Coal production(Ton),Coal consumption(Ton),Oil production(m³),Oil consumption(m³),Gas production per capita(m³),Gas consumption per capita(m³),Coal production per capita(Ton),Coal consumption per capita(Ton),Oil production per capita(m³),Oil consumption per capita(m³),Population
2008,Gambia,0,0,0,0,0,166700,0,0,0,0,0,0.09868,1689000
2009,Gambia,0,0,0,0,0,181600,0,0,0,0,0,0.1044,1740000
2010,Gambia,0,0,0,0,0,186500,0,0,0,0,0,0.104,1793000
2011,Gambia,0,0,0,0,0,196400,0,0,0,0,0,0.1063,1848000
2012,Gambia,0,0,0,0,0,190300,0,0,0,0,0,0.09992,1905000
2013,Gambia,0,0,0,0,0,190700,0,0,0,0,0,0.09713,1964000
2014,Gambia,0,0,0,0,0,209700,0,0,0,0,0,0.1036,2024000
2015,Gambia,0,0,0,0,0,214600,0,0,0,0,0,0.1029,2086000
2016,Gambia,0,0,0,0,0,216300,0,0,0,0,0,0.1007,2149000
2017,Gambia,0,0,0,0,0,220000,0,0,0,0,0,0.09937,2214000
2018,Gambia,0,0,0,0,0,221400,0,0,0,0,0,0.0971,2280000
2019,Gambia,0,0,0,0,0,225900,0,0,0,0,0,0.09622,2348000
2020,Gambia,0,0,0,0,0,,0,0,0,0,0,,2417000
2021,Gambia,,,,,,,,,,,,,2487000
1992,Georgia,20110000,5001000000,141000,353700,168400,1568000,3.791,942.8,0.02658,0.06669,0.03175,0.2956,5304000
1993,Georgia,0,2400000000,150000,282000,116100,908200,0,460.8,0.0288,0.05414,0.0223,0.1744,5209000
1994,Georgia,0,1600000000,184000,286000,105000,434400,0,313.9,0.0361,0.05612,0.0206,0.08522,5097000
1995,Georgia,0,2100000000,34000,42000,58070,466900,0,422,0.006833,0.00844,0.01167,0.09382,4976000
1996,Georgia,0,1800000000,16000,22000,69680,842000,0,371.5,0.003301,0.004539,0.01438,0.1737,4847000
1997,Georgia,60010000,1900000000,5000,22000,155400,900100,12.74,403.5,0.001062,0.004671,0.03299,0.1911,4710000
1998,Georgia,60010000,1860000000,15000,34000,127300,917500,13.12,406.6,0.003278,0.007431,0.02781,0.2005,4575000
1999,Georgia,60010000,1160000000,16000,28000,127800,1504000,13.46,260.3,0.00359,0.006283,0.02867,0.3375,4457000
2000,Georgia,60010000,1210000000,7000,19000,116100,923100,13.76,277.4,0.001605,0.004356,0.02662,0.2116,4362000
2001,Georgia,60010000,1160000000,1000,12000,116100,749100,13.96,270,0.0002327,0.002793,0.02703,0.1743,4297000
2002,Georgia,13000000,1470000000,6000,6000,85940,737400,3.053,345.2,0.001409,0.001409,0.02018,0.1732,4259000
2003,Georgia,20000000,1030000000,8000,12000,162600,740400,4.719,243,0.001887,0.002831,0.03836,0.1747,4239000
2004,Georgia,20000000,1230000000,8000,14000,116100,752900,4.733,291.1,0.001893,0.003313,0.02748,0.1782,4226000
2005,Georgia,15000000,1475000000,5000,18000,116100,972600,3.563,350.4,0.001188,0.004275,0.02759,0.231,4210000
2006,Georgia,10000000,1410000000,9000,16000,58070,961900,2.387,336.6,0.002148,0.003819,0.01386,0.2296,4190000
2007,Georgia,10000000,1690000000,14000,77000,58070,1225000,2.4,405.6,0.00336,0.01848,0.01394,0.294,4167000
2008,Georgia,8001000,1730000000,11000,120000,58070,1094000,1.931,417.7,0.002655,0.02897,0.01402,0.2642,4143000
2009,Georgia,10000000,1710000000,152000,226000,58070,1155000,2.428,415.2,0.0369,0.05486,0.0141,0.2805,4119000
2010,Georgia,5001000,1645000000,105000,81470,58070,1226000,1.22,401.4,0.02562,0.01987,0.01417,0.2991,4099000
2011,Georgia,3000000,1493000000,140000,127900,58070,1277000,0.7352,365.9,0.03431,0.03135,0.01423,0.313,4081000
2012,Georgia,2000000,1772000000,254000,258000,58070,1273000,0.4922,436.1,0.0625,0.06348,0.01429,0.3131,4064000
2013,Georgia,6001000,2032000000,404200,388500,58070,1303000,1.482,501.9,0.09984,0.09596,0.01434,0.3218,4049000
2014,Georgia,1000000,2181000000,299300,422300,58070,1370000,0.2478,540.5,0.07417,0.1047,0.01439,0.3395,4035000
2015,Georgia,10000000,2400000000,305900,424300,46420,1569000,2.485,596.5,0.07602,0.1054,0.01154,0.3899,4024000
2016,Georgia,6364000,2250000000,296500,380500,23230,1918000,1.585,560.4,0.07384,0.09477,0.005785,0.4778,4015000
2017,Georgia,7365000,2290000000,268000,408200,24220,1726000,1.837,571.3,0.06686,0.1018,0.006042,0.4305,4009000
2018,Georgia,9028000,2259000000,139000,363400,21900,1713000,2.255,564.3,0.03472,0.09078,0.005471,0.4281,4003000
2019,Georgia,9028000,2557000000,15300,248900,19870,1879000,2.259,639.8,0.003828,0.06228,0.004972,0.4702,3997000
2020,Georgia,6101000,2540000000,99300,265500,18430,,1.529,636.7,0.02489,0.06656,0.00462,,3989000
2021,Georgia,,,,,,,,,,,,,3980000
1991,Germany,18920000000,78620000000,352300000,369900000,4123000,164300000,238,989,4.432,4.654,0.05187,2.067,79490000
1992,Germany,19200000000,77580000000,314000000,328700000,3658000,165000000,240.1,970.2,3.926,4.111,0.04575,2.063,79960000
1993,Germany,19190000000,80140000000,286000000,304600000,3542000,168900000,238.6,996.4,3.556,3.787,0.04404,2.1,80430000
1994,Germany,19910000000,83970000000,264700000,286100000,3401000,167400000,246.3,1039,3.275,3.54,0.04208,2.071,80830000
1995,Germany,21070000000,89820000000,251600000,271000000,3426000,167000000,259.7,1107,3.101,3.34,0.04223,2.058,81140000
1996,Germany,22780000000,89570000000,240400000,269300000,3445000,169700000,280.1,1101,2.956,3.312,0.04236,2.087,81320000
1997,Germany,22440000000,85300000000,228400000,257500000,3252000,169400000,275.7,1048,2.806,3.164,0.03995,2.081,81400000
1998,Germany,21870000000,88640000000,211400000,244000000,3426000,169700000,268.7,1089,2.597,2.997,0.04209,2.085,81400000
1999,Germany,23320000000,89240000000,205100000,232300000,3194000,164700000,286.5,1096,2.52,2.854,0.03924,2.023,81390000
2000,Germany,22050000000,87740000000,205100000,238700000,3706000,160700000,270.9,1078,2.519,2.932,0.04553,1.974,81400000
2001,Germany,22230000000,91740000000,206000000,242900000,3767000,163000000,273,1126,2.529,2.982,0.04624,2.001,81450000
2002,Germany,22310000000,91160000000,211000000,247000000,3999000,157400000,273.7,1118,2.588,3.029,0.04904,1.93,81540000
2003,Germany,21630000000,89510000000,207800000,248900000,4198000,155600000,265.1,1097,2.547,3.05,0.05144,1.906,81610000
2004,Germany,19780000000,89860000000,211100000,250500000,3943000,153800000,242.2,1101,2.585,3.068,0.04829,1.883,81650000
2005,Germany,19510000000,90700000000,205900000,241500000,3886000,152400000,239.1,1111,2.524,2.959,0.04763,1.867,81600000
2006,Germany,20330000000,92680000000,200100000,242700000,3923000,153100000,249.6,1138,2.456,2.979,0.04815,1.879,81470000
2007,Germany,20100000000,89000000000,204600000,250300000,3851000,139800000,247.3,1095,2.517,3.079,0.04738,1.719,81280000
2008,Germany,17750000000,92390000000,194500000,237800000,3484000,147100000,219,1140,2.399,2.934,0.04298,1.815,81070000
2009,Germany,17590000000,85890000000,184800000,224800000,3194000,141400000,217.4,1062,2.285,2.779,0.03948,1.747,80900000
2010,Germany,15070000000,94520000000,183500000,230300000,2845000,143300000,186.5,1169,2.27,2.85,0.0352,1.772,80830000
2011,Germany,14830000000,85810000000,189500000,234700000,2962000,138900000,183.4,1061,2.343,2.903,0.03663,1.718,80860000
2012,Germany,13090000000,85770000000,197000000,246100000,2962000,138700000,161.7,1059,2.433,3.039,0.03657,1.713,80970000
2013,Germany,12220000000,87730000000,191000000,246900000,2994000,141400000,150.6,1081,2.352,3.042,0.03689,1.742,81170000
2014,Germany,9470000000,79220000000,186500000,240100000,2792000,137900000,116.3,972.6,2.29,2.947,0.03428,1.692,81450000
2015,Germany,8731000000,81360000000,184700000,239700000,2791000,137500000,106.8,994.8,2.259,2.93,0.03413,1.681,81790000
2016,Germany,9034000000,87950000000,175600000,232200000,2705000,138400000,109.9,1070,2.137,2.825,0.03291,1.684,82190000
2017,Germany,7888000000,93360000000,175100000,223000000,2524000,142300000,95.43,1129,2.119,2.698,0.03053,1.721,82660000
2018,Germany,6158000000,93060000000,169000000,216200000,2361000,135100000,74.08,1119,2.033,2.601,0.0284,1.625,83120000
2019,Germany,5936000000,99510000000,131300000,171300000,2190000,136300000,71.07,1192,1.572,2.051,0.02622,1.632,83520000
2020,Germany,5069000000,91350000000,107400000,137700000,2173000,124800000,60.5,1090,1.282,1.644,0.02594,1.489,83780000
2021,Germany,,,,,,,,,,,,,83900000
1980,Ghana,0,0,0,0,116100,929100,0,0,0,0,0.0105,0.08404,11060000
1981,Ghana,0,0,0,0,116100,813000,0,0,0,0,0.01023,0.07164,11350000
1982,Ghana,0,0,0,0,116100,929100,0,0,0,0,0.009946,0.07957,11680000
1983,Ghana,0,0,0,0,116100,813000,0,0,0,0,0.009651,0.06756,12030000
1984,Ghana,0,0,0,0,116100,929100,0,0,0,0,0.009362,0.07489,12410000
1985,Ghana,0,0,0,0,58070,813000,0,0,0,0,0.004543,0.0636,12780000
1986,Ghana,0,0,0,0,17420,917500,0,0,0,0,0.001323,0.06969,13160000
1987,Ghana,0,0,0,0,0,1057000,0,0,0,0,0,0.07799,13550000
1988,Ghana,0,0,0,0,0,1237000,0,0,0,0,0,0.08868,13950000
1989,Ghana,0,0,0,0,0,1376000,0,0,0,0,0,0.09588,14350000
1990,Ghana,0,0,0,0,0,1161000,0,0,0,0,0,0.07861,14770000
1991,Ghana,0,0,0,0,0,1167000,0,0,0,0,0,0.07675,15210000
1992,Ghana,0,0,0,0,63880,1301000,0,0,0,0,0.004081,0.0831,15650000
1993,Ghana,0,0,0,0,92910,1359000,0,0,0,0,0.005769,0.08436,16110000
1994,Ghana,0,0,0,0,81300,1498000,0,0,0,0,0.004909,0.09046,16560000
1995,Ghana,0,0,0,0,232300,1545000,0,0,0,0,0.01365,0.09079,17010000
1996,Ghana,0,0,0,0,348400,1574000,0,0,0,0,0.01995,0.09012,17460000
1997,Ghana,0,0,0,0,290400,1504000,0,0,0,0,0.01621,0.08398,17910000
1998,Ghana,0,0,0,0,290400,1550000,0,0,0,0,0.01582,0.08446,18360000
1999,Ghana,0,0,0,0,348400,1806000,0,0,0,0,0.01852,0.096,18810000
2000,Ghana,0,0,0,0,406500,2121000,0,0,0,0,0.02108,0.11,19280000
2001,Ghana,0,0,0,0,406500,2135000,0,0,0,0,0.02057,0.1081,19760000
2002,Ghana,0,0,0,0,406500,2248000,0,0,0,0,0.02008,0.111,20250000
2003,Ghana,0,0,0,0,406500,2273000,0,0,0,0,0.01959,0.1095,20750000
2004,Ghana,0,0,0,0,406500,2523000,0,0,0,0,0.01911,0.1186,21270000
2005,Ghana,0,0,0,0,348400,2542000,0,0,0,0,0.01597,0.1165,21810000
2006,Ghana,0,0,0,0,348400,2487000,0,0,0,0,0.01557,0.1111,22380000
2007,Ghana,0,0,0,0,348400,2766000,0,0,0,0,0.01517,0.1205,22960000
2008,Ghana,0,0,0,0,348400,2817000,0,0,0,0,0.01479,0.1196,23560000
2009,Ghana,0,0,0,0,348400,3379000,0,0,0,0,0.01441,0.1398,24170000
2010,Ghana,0,120000000,0,0,417500,3424000,0,4.843,0,0,0.01685,0.1382,24780000
2011,Ghana,0,830100000,0,0,4443000,3880000,0,32.7,0,0,0.175,0.1528,25390000
2012,Ghana,0,400000000,0,765,4550000,4426000,0,15.39,0,0.00002943,0.175,0.1702,26000000
2013,Ghana,0,600100000,0,30030,5686000,4491000,0,22.55,0,0.001129,0.2137,0.1688,26610000
2014,Ghana,50010000,650100000,0,41970,6098000,4503000,1.837,23.88,0,0.001542,0.224,0.1654,27220000
2015,Ghana,715200000,1274000000,0,49890,5944000,5462000,25.68,45.75,0,0.001792,0.2134,0.1961,27850000
2016,Ghana,636100000,744600000,0,54240,5712000,5800000,22.33,26.14,0,0.001904,0.2005,0.2037,28480000
2017,Ghana,914600000,1232000000,0,51440,8754000,5300000,31.41,42.3,0,0.001766,0.3006,0.182,29120000
2018,Ghana,883400000,1569000000,0,53550,10030000,5970000,29.68,52.71,0,0.001799,0.3368,0.2006,29770000
2019,Ghana,1599000000,2225000000,0,74040,11610000,5693000,52.56,73.14,0,0.002434,0.3818,0.1871,30420000
2020,Ghana,,,0,47610,11580000,5991000,,,0,0.001532,0.3728,0.1928,31070000
2021,Ghana,,,,,,,,,,,,,31730000
1980,Gibraltar,0,0,0,0,0,191600,,,,,,,
1981,Gibraltar,0,0,0,0,0,214900,,,,,,,
1982,Gibraltar,0,0,0,0,0,191600,,,,,,,
1983,Gibraltar,0,0,0,0,0,151000,,,,,,,
1984,Gibraltar,0,0,0,0,0,139400,,,,,,,
1985,Gibraltar,0,0,0,0,0,319400,,,,,,,
1986,Gibraltar,0,0,0,0,0,474200,,,,,,,
1987,Gibraltar,0,0,0,0,0,487800,,,,,,,
1988,Gibraltar,0,0,0,0,0,638800,,,,,,,
1989,Gibraltar,0,0,0,0,0,545900,,,,,,,
1990,Gibraltar,0,0,0,0,0,569100,,,,,,,
1991,Gibraltar,0,0,0,0,0,580700,,,,,,,
1992,Gibraltar,0,0,0,0,0,1033000,,,,,,,
1993,Gibraltar,0,0,0,0,0,1091000,,,,,,,
1994,Gibraltar,0,0,0,0,0,1097000,,,,,,,
1995,Gibraltar,0,0,0,0,0,1097000,,,,,,,
1996,Gibraltar,0,0,0,0,0,1097000,,,,,,,
1997,Gibraltar,0,0,0,0,0,1097000,,,,,,,
1998,Gibraltar,0,0,0,0,0,1266000,,,,,,,
1999,Gibraltar,0,0,0,0,0,1103000,,,,,,,
2000,Gibraltar,0,0,0,0,0,3060000,,,,,,,
2001,Gibraltar,0,0,0,0,0,3374000,,,,,,,
2002,Gibraltar,0,0,0,0,0,3725000,,,,,,,
2003,Gibraltar,0,0,0,0,0,4280000,,,,,,,
2004,Gibraltar,0,0,0,0,0,4076000,,,,,,,
2005,Gibraltar,0,0,0,0,0,4574000,,,,,,,
2006,Gibraltar,0,0,0,0,0,4469000,,,,,,,
2007,Gibraltar,0,0,0,0,0,4831000,,,,,,,
2008,Gibraltar,0,0,0,0,0,4686000,,,,,,,
2009,Gibraltar,0,0,0,0,0,4976000,,,,,,,
2010,Gibraltar,0,0,0,0,0,4811000,,,,,,,
2011,Gibraltar,0,0,0,0,0,4788000,,,,,,,
2012,Gibraltar,0,0,0,0,0,4817000,,,,,,,
2013,Gibraltar,0,0,0,0,0,4451000,,,,,,,
2014,Gibraltar,0,0,0,0,0,4210000,,,,,,,
2015,Gibraltar,0,0,0,0,0,4337000,,,,,,,
2016,Gibraltar,0,0,0,0,0,4402000,,,,,,,
2017,Gibraltar,0,0,0,0,0,4861000,,,,,,,
2018,Gibraltar,0,0,0,0,0,4750000,,,,,,,
2019,Gibraltar,0,56720000,0,0,0,4858000,,,,,,,
2020,Gibraltar,0,74770000,0,0,0,,,,,,,,
2021,Gibraltar,,,,,,,,,,,,,
1980,Greece,0,0,23200000,23160000,0,15240000,0,0,2.41,2.406,0,1.583,9627000
1981,Greece,0,0,27320000,27320000,464600,14750000,0,0,2.81,2.81,0.0478,1.517,9720000
1982,Greece,62300000,62300000,27400000,27720000,1219000,13880000,6.36,6.36,2.797,2.829,0.1245,1.417,9797000
1983,Greece,59470000,59470000,30590000,32480000,1394000,13410000,6.031,6.031,3.103,3.294,0.1413,1.36,9861000
1984,Greece,65140000,65140000,32500000,32610000,1510000,13500000,6.568,6.568,3.278,3.288,0.1523,1.361,9916000
1985,Greece,62300000,56640000,35890000,37960000,1452000,14030000,6.25,5.682,3.6,3.809,0.1456,1.408,9968000
1986,Greece,84960000,84960000,38100000,39840000,1452000,14310000,8.483,8.483,3.804,3.978,0.145,1.429,10020000
1987,Greece,96290000,84960000,44610000,44430000,1394000,15480000,9.574,8.448,4.436,4.417,0.1386,1.539,10060000
1988,Greece,116100000,113300000,48320000,50950000,1219000,16230000,11.49,11.21,4.784,5.044,0.1207,1.607,10100000
1989,Greece,116100000,113300000,51870000,53130000,987200,17330000,11.43,11.15,5.107,5.232,0.09721,1.707,10160000
1990,Greece,113300000,113300000,51900000,53430000,871000,18240000,11.08,11.08,5.075,5.225,0.08518,1.784,10230000
1991,Greece,113300000,113300000,52700000,53090000,929100,18370000,10.98,10.98,5.109,5.147,0.09007,1.781,10320000
1992,Greece,113300000,113300000,55050000,56410000,754900,18760000,10.87,10.87,5.283,5.414,0.07245,1.8,10420000
1993,Greece,81170000,81170000,54820000,56640000,638800,19320000,7.705,7.705,5.204,5.377,0.06064,1.834,10530000
1994,Greece,37950000,37950000,56670000,59410000,595000,19770000,3.565,3.565,5.324,5.581,0.0559,1.857,10640000
1995,Greece,34830000,34830000,57660000,58440000,522600,20620000,3.242,3.242,5.366,5.439,0.04864,1.919,10750000
1996,Greece,38000000,42010000,59780000,59610000,464600,21360000,3.509,3.878,5.519,5.503,0.04289,1.972,10830000
1997,Greece,37000000,193000000,58840000,59940000,527200,21740000,3.393,17.7,5.396,5.496,0.04834,1.993,10910000
1998,Greece,33000000,861100000,60880000,61900000,377100,22750000,3.009,78.5,5.55,5.643,0.03437,2.074,10970000
1999,Greece,2000000,1500000000,62050000,61980000,19730,22300000,0.1814,136,5.627,5.62,0.001789,2.022,11030000
2000,Greece,36000000,2052000000,63890000,65690000,275800,23210000,3.249,185.2,5.765,5.927,0.02488,2.094,11080000
2001,Greece,35000000,2021000000,66350000,68480000,289900,23580000,3.144,181.5,5.959,6.151,0.02603,2.118,11130000
2002,Greece,37000000,2170000000,70470000,69680000,183600,23740000,3.309,194.1,6.302,6.232,0.01642,2.123,11180000
2003,Greece,27000000,2440000000,68300000,70900000,164300,24910000,2.407,217.5,6.088,6.32,0.01465,2.221,11220000
2004,Greece,25000000,2684000000,70040000,71630000,164700,24390000,2.225,238.9,6.234,6.376,0.01466,2.171,11230000
2005,Greece,16000000,2842000000,69400000,70660000,155000,24570000,1.426,253.2,6.183,6.295,0.01381,2.189,11220000
2006,Greece,23000000,3312000000,64790000,65060000,106800,25800000,2.057,296.1,5.792,5.817,0.009544,2.306,11190000
2007,Greece,21000000,4030000000,66310000,67080000,72390,26130000,1.889,362.4,5.963,6.033,0.00651,2.35,11120000
2008,Greece,14000000,4209000000,65720000,65130000,58070,24920000,1.268,381.2,5.953,5.899,0.00526,2.258,11040000
2009,Greece,11000000,3528000000,64890000,65550000,67810,23440000,1.004,322,5.921,5.981,0.006187,2.139,10960000
2010,Greece,7001000,3850000000,56520000,58320000,135500,21480000,0.643,353.7,5.191,5.356,0.01245,1.973,10890000
2011,Greece,6001000,4666000000,58670000,60360000,101700,20380000,0.5541,430.8,5.418,5.574,0.009388,1.882,10830000
2012,Greece,6001000,4268000000,62960000,62260000,96940,17770000,0.5566,395.8,5.84,5.775,0.008992,1.648,10780000
2013,Greece,6001000,3842000000,53920000,54690000,72390,16410000,0.5587,357.8,5.021,5.092,0.00674,1.528,10740000
2014,Greece,5001000,2924000000,50850000,52170000,67460,16450000,0.4673,273.3,4.751,4.875,0.006304,1.537,10700000
2015,Greece,4000000,3138000000,46250000,44550000,62520,17160000,0.3753,294.4,4.338,4.179,0.005865,1.61,10660000
2016,Greece,9001000,4061000000,32640000,34540000,184200,17200000,0.8479,382.6,3.075,3.254,0.01735,1.62,10620000
2017,Greece,8001000,4925000000,37730000,38400000,163400,17630000,0.757,465.9,3.57,3.633,0.01546,1.668,10570000
2018,Greece,11270000,4831000000,36490000,38290000,237100,17340000,1.071,459.1,3.468,3.639,0.02253,1.648,10520000
2019,Greece,11270000,5236000000,27380000,26940000,194500,17980000,1.076,499.9,2.614,2.572,0.01857,1.717,10470000
2020,Greece,5746000,5833000000,13850000,13830000,105000,14520000,0.5513,559.6,1.329,1.327,0.01007,1.393,10420000
2021,Greece,,,,,,,,,,,,,10370000
1980,Greenland,0,0,0,0,0,214900,0,0,0,0,0,4.279,50210
1981,Greenland,0,0,0,0,0,203200,,,,,,,
1982,Greenland,0,0,0,0,0,197400,,,,,,,
1983,Greenland,0,0,0,0,0,139400,,,,,,,
1984,Greenland,0,0,0,0,0,220700,,,,,,,
1985,Greenland,0,0,0,0,0,197400,,,,,,,
1986,Greenland,0,0,0,0,0,131200,,,,,,,
1987,Greenland,0,0,0,0,0,90590,,,,,,,
1988,Greenland,0,0,0,0,0,211300,,,,,,,
1989,Greenland,0,0,0,0,0,186900,,,,,,,
1990,Greenland,0,0,0,0,0,212700,0,0,0,0,0,3.829,55550
1991,Greenland,0,0,0,0,0,210200,,,,,,,
1992,Greenland,0,0,0,0,0,186900,,,,,,,
1993,Greenland,0,0,0,0,0,191600,,,,,,,
1994,Greenland,0,0,0,0,0,192700,,,,,,,
1995,Greenland,0,0,0,0,0,192700,,,,,,,
1996,Greenland,0,0,0,0,0,204400,,,,,,,
1997,Greenland,0,0,0,0,0,210200,,,,,,,
1998,Greenland,0,0,0,0,0,210200,,,,,,,
1999,Greenland,0,0,0,0,0,210200,,,,,,,
2000,Greenland,0,0,0,0,0,229600,0,0,0,0,0,4.086,56200
2001,Greenland,0,0,0,0,0,214800,0,0,0,0,0,3.815,56300
2002,Greenland,0,0,0,0,0,200600,0,0,0,0,0,3.555,56420
2003,Greenland,0,0,0,0,0,225500,0,0,0,0,0,3.989,56530
2004,Greenland,0,0,0,0,0,212300,0,0,0,0,0,3.749,56640
2005,Greenland,0,0,0,0,0,264300,0,0,0,0,0,4.658,56750
2006,Greenland,0,0,0,0,0,240400,0,0,0,0,0,4.228,56860
2007,Greenland,0,0,0,0,0,278200,0,0,0,0,0,4.884,56970
2008,Greenland,0,0,0,0,0,239700,0,0,0,0,0,4.2,57080
2009,Greenland,0,0,0,0,0,253700,0,0,0,0,0,4.436,57180
2010,Greenland,0,0,0,0,0,331000,0,0,0,0,0,5.777,57300
2011,Greenland,0,0,0,0,0,315300,0,0,0,0,0,5.506,57260
2012,Greenland,0,0,0,0,0,247300,0,0,0,0,0,4.321,57220
2013,Greenland,0,0,0,0,0,241400,0,0,0,0,0,4.221,57190
2014,Greenland,0,0,0,0,0,214900,0,0,0,0,0,3.76,57150
2015,Greenland,0,0,0,0,0,230700,0,0,0,0,0,4.039,57110
2016,Greenland,0,0,0,0,0,232300,0,0,0,0,0,4.07,57080
2017,Greenland,0,0,0,0,0,235200,0,0,0,0,0,4.123,57040
2018,Greenland,0,0,0,0,0,235400,,,,,,,
2019,Greenland,0,0,0,0,0,233200,,,,,,,
2020,Greenland,0,0,0,0,0,,,,,,,,
2021,Greenland,,,,,,,,,,,,,
1980,Grenada,0,0,0,0,0,17420,0,0,0,0,0,0.1957,89030
1981,Grenada,0,0,0,0,0,23230,0,0,0,0,0,0.2564,90610
1982,Grenada,0,0,0,0,0,23230,0,0,0,0,0,0.2494,93130
1983,Grenada,0,0,0,0,0,23230,0,0,0,0,0,0.2419,96020
1984,Grenada,0,0,0,0,0,23230,0,0,0,0,0,0.2359,98470
1985,Grenada,0,0,0,0,0,23230,0,0,0,0,0,0.2324,99950
1986,Grenada,0,0,0,0,0,26930,0,0,0,0,0,0.2688,100200
1987,Grenada,0,0,0,0,0,33530,0,0,0,0,0,0.3372,99420
1988,Grenada,0,0,0,0,0,34570,0,0,0,0,0,0.3523,98130
1989,Grenada,0,0,0,0,0,34580,0,0,0,0,0,0.3568,96930
1990,Grenada,0,0,0,0,0,51830,0,0,0,0,0,0.538,96330
1991,Grenada,0,0,0,0,0,51830,0,0,0,0,0,0.5373,96460
1992,Grenada,0,0,0,0,0,53210,0,0,0,0,0,0.5477,97160
1993,Grenada,0,0,0,0,0,61540,0,0,0,0,0,0.6265,98230
1994,Grenada,0,0,0,0,0,70610,0,0,0,0,0,0.7108,99340
1995,Grenada,0,0,0,0,0,64510,0,0,0,0,0,0.6433,100300
1996,Grenada,0,0,0,0,0,69450,0,0,0,0,0,0.6876,101000
1997,Grenada,0,0,0,0,0,92410,0,0,0,0,0,0.9099,101600
1998,Grenada,0,0,0,0,0,78680,0,0,0,0,0,0.7712,102000
1999,Grenada,0,0,0,0,0,78680,0,0,0,0,0,0.7682,102400
2000,Grenada,0,0,0,0,0,86490,0,0,0,0,0,0.8411,102800
2001,Grenada,0,0,0,0,0,90190,0,0,0,0,0,0.8735,103200
2002,Grenada,0,0,0,0,0,92760,0,0,0,0,0,0.895,103600
2003,Grenada,0,0,0,0,0,98130,0,0,0,0,0,0.9435,104000
2004,Grenada,0,0,0,0,0,95030,0,0,0,0,0,0.9107,104300
2005,Grenada,0,0,0,0,0,100200,0,0,0,0,0,0.9574,104700
2006,Grenada,0,0,0,0,0,103700,0,0,0,0,0,0.988,104900
2007,Grenada,0,0,0,0,0,110100,0,0,0,0,0,1.047,105200
2008,Grenada,0,0,0,0,0,114000,0,0,0,0,0,1.081,105500
2009,Grenada,0,0,0,0,0,111500,0,0,0,0,0,1.054,105800
2010,Grenada,0,0,0,0,0,115200,0,0,0,0,0,1.085,106200
2011,Grenada,0,0,0,0,0,116800,0,0,0,0,0,1.094,106800
2012,Grenada,0,0,0,0,0,116100,0,0,0,0,0,1.08,107500
2013,Grenada,0,0,0,0,0,131000,0,0,0,0,0,1.211,108200
2014,Grenada,0,0,0,0,0,111400,0,0,0,0,0,1.023,108900
2015,Grenada,0,0,0,0,0,116200,0,0,0,0,0,1.06,109600
2016,Grenada,0,0,0,0,0,118800,0,0,0,0,0,1.077,110300
2017,Grenada,0,0,0,0,0,128700,0,0,0,0,0,1.161,110900
2018,Grenada,0,0,0,0,0,126900,0,0,0,0,0,1.139,111400
2019,Grenada,0,0,0,0,0,126900,0,0,0,0,0,1.133,112000
2020,Grenada,0,0,0,0,0,,0,0,0,0,0,,112500
2021,Grenada,,,,,,,,,,,,,113000
1980,Guadeloupe,0,0,0,0,0,203200,0,0,0,0,0,0.6821,298000
1981,Guadeloupe,0,0,0,0,0,284500,,,,,,,
1982,Guadeloupe,0,0,0,0,0,360000,,,,,,,
1983,Guadeloupe,0,0,0,0,0,377500,,,,,,,
1984,Guadeloupe,0,0,0,0,0,412300,,,,,,,
1985,Guadeloupe,0,0,0,0,0,377500,,,,,,,
1986,Guadeloupe,0,0,0,0,0,383800,,,,,,,
1987,Guadeloupe,0,0,0,0,0,436200,,,,,,,
1988,Guadeloupe,0,0,0,0,0,477100,,,,,,,
1989,Guadeloupe,0,0,0,0,0,528400,,,,,,,
1990,Guadeloupe,0,0,0,0,0,569100,0,0,0,0,0,1.616,352200
1991,Guadeloupe,0,0,0,0,0,592300,,,,,,,
1992,Guadeloupe,0,0,0,0,0,563300,,,,,,,
1993,Guadeloupe,0,0,0,0,0,638800,,,,,,,
1994,Guadeloupe,0,0,0,0,0,662000,,,,,,,
1995,Guadeloupe,0,0,0,0,0,679400,,,,,,,
